Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR31835603,2024-12-26 16:12:08,2024-12-26 16:07:51,7722692,1559983784,7722692,202,961,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835603/SRR31835603.lite.1,SRX27195742,FR235N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532969,SAMN05330503,simple,7227,Drosophila melanogaster,FR235N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,6C7BA6333A4C7EB1ACF206F9F75BB8F1,A6961C3A658255CAB94BEE570831DBD8
SRR31835602,2024-12-26 16:12:07,2024-12-26 16:08:43,12450969,2515095738,12450969,202,1496,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835602/SRR31835602.lite.1,SRX27195743,FR236N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532970,SAMN05330504,simple,7227,Drosophila melanogaster,FR236N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,669F922E8089617BA766122C2902895A,8732014279E3D88A4E524CC35C70E76E
SRR31835601,2024-12-26 16:12:09,2024-12-26 16:07:37,9929130,2005684260,9929130,202,1183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835601/SRR31835601.lite.1,SRX27195744,FR238N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532971,SAMN05330505,simple,7227,Drosophila melanogaster,FR238N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3EB2897988A20DD993816FB474C10595,B768810E0A6F3F0DBB28F3F0540FF93F
SRR31887763,2025-01-05 06:12:15,2025-01-05 06:08:39,18172849,3670915498,18172849,202,2310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887763/SRR31887763.lite.1,SRX27246169,FR240N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532972,SAMN05330506,simple,7227,Drosophila melanogaster,FR240N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,D44202DB26B7CB1AA75690D0E379B9B8,48FCDBCCD6705D260AA189C4D089C81F
SRR31835567,2024-12-26 16:12:11,2024-12-26 16:09:31,14079394,2844037588,14079394,202,1730,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835567/SRR31835567.lite.1,SRX27195778,FR248N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532973,SAMN05330507,simple,7227,Drosophila melanogaster,FR248N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,490570FE1782460CC3532523A64B4C41,7936BF4D3086EA395A535385BE5A3845
SRR31835566,2024-12-26 16:12:10,2024-12-26 16:07:10,10011864,2022396528,10011864,202,1239,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835566/SRR31835566.lite.1,SRX27195779,FR252N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532974,SAMN05330508,simple,7227,Drosophila melanogaster,FR252N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0793622CD445E0D64ED4094DE1A5EC50,E5F0D7350CC474CEEB4062AB50378A92
SRR31835565,2024-12-26 16:12:08,2024-12-26 16:07:13,8261268,1668776136,8261268,202,1105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835565/SRR31835565.lite.1,SRX27195780,FR257N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532975,SAMN05330509,simple,7227,Drosophila melanogaster,FR257N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,FA5CA35743B0EDDF9E13D94E6DC1EFCE,C52815687AB4F6CE069D5BE5E5D330CA
SRR31835563,2024-12-26 16:12:06,2024-12-26 16:08:30,15657191,3162752582,15657191,202,2080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835563/SRR31835563.lite.1,SRX27195782,FR260N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532977,SAMN05330510,simple,7227,Drosophila melanogaster,FR260N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2636F8CE5069782AE5BB96DF17EAEE09,26035139A1D00F6F1D31DEE1FC167C87
SRR31835562,2024-12-26 16:12:10,2024-12-26 16:07:34,12152236,2454751672,12152236,202,1491,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835562/SRR31835562.lite.1,SRX27195783,FR261N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532978,SAMN05330511,simple,7227,Drosophila melanogaster,FR261N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,B41CD1070510A48E3FDCAFF45787A34C,735965D8DF4E6ECDCE54FE8EF803A3FF
SRR31835561,2024-12-26 16:12:08,2024-12-26 16:07:36,11187786,2259932772,11187786,202,1355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835561/SRR31835561.lite.1,SRX27195784,FR263N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532979,SAMN05330512,simple,7227,Drosophila melanogaster,FR263N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0DBD749A95AF6821F6E9911D814620D4,C0CE63D00B6812640C3D878895715CB7
SRR31835560,2024-12-26 16:12:08,2024-12-26 16:07:38,11499061,2322810322,11499061,202,1412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835560/SRR31835560.lite.1,SRX27195785,FR264N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532980,SAMN05330513,simple,7227,Drosophila melanogaster,FR264N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,CAC41002DFF53273C44649DFAA8DDF9C,11D7E5855059FCA24ABAD34964F73D59
SRR31835559,2024-12-26 16:12:09,2024-12-26 16:07:27,10584265,2138021530,10584265,202,1289,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835559/SRR31835559.lite.1,SRX27195786,FR269N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532981,SAMN05330514,simple,7227,Drosophila melanogaster,FR269N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2D4E74830CA6E2FCE17E33107DD55375,72B8965280718DFDD3F9EF494679213D
SRR31835558,2024-12-26 16:12:08,2024-12-26 16:07:37,9305906,1879793012,9305906,202,1107,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835558/SRR31835558.lite.1,SRX27195787,FR26N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532982,SAMN05330515,simple,7227,Drosophila melanogaster,FR26N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,748AC3A462451A3A446BC0D1C22F280E,14FB1702ACCC4E367F738130CD80DB19
SRR31835557,2024-12-26 16:12:06,2024-12-26 16:08:37,8763882,1770304164,8763882,202,1049,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835557/SRR31835557.lite.1,SRX27195788,FR276N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532983,SAMN05330516,simple,7227,Drosophila melanogaster,FR276N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F9E55DFF3B3A7A43232A2B3915BD4919,03AB5E28756872DDFF22AB308C0938A2
SRR31835556,2024-12-26 16:12:06,2024-12-26 16:08:49,12201729,2464749258,12201729,202,1498,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835556/SRR31835556.lite.1,SRX27195789,FR279N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532984,SAMN05330517,simple,7227,Drosophila melanogaster,FR279N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,82885B943B4AB765D65E02279144FEEF,AD64B7D95C86B90C11647CE4CDC1DFB9
SRR31835555,2024-12-26 16:12:09,2024-12-26 16:09:44,13475053,2721960706,13475053,202,1623,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835555/SRR31835555.lite.1,SRX27195790,FR284N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532985,SAMN05330518,simple,7227,Drosophila melanogaster,FR284N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A0B2D156944DCF8B523C19A07FC9A7AB,337C56703AF896C495BA732694794683
SRR31835554,2024-12-26 16:17:41,2024-12-26 16:10:24,13892462,2806277324,13892462,202,1667,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835554/SRR31835554.lite.1,SRX27195791,FR288N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532986,SAMN05330519,simple,7227,Drosophila melanogaster,FR288N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A902437E0D056519D65909C060890503,7E3FF9A41D3DC306C682F9E04B8AEF42
SRR31835552,2024-12-26 16:12:06,2024-12-26 16:08:34,12233716,2471210632,12233716,202,1517,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835552/SRR31835552.lite.1,SRX27195793,FR28N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532988,SAMN05330520,simple,7227,Drosophila melanogaster,FR28N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,822D05F4C385B1930EF67613D0BBFF46,72393B208786F3898930F21DE4788B0E
SRR31835551,2024-12-26 16:12:06,2024-12-26 16:09:06,12180303,2460421206,12180303,202,1494,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835551/SRR31835551.lite.1,SRX27195794,FR293N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532989,SAMN05330521,simple,7227,Drosophila melanogaster,FR293N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1C952D9C7EAC4B91B43C508FA23D06E1,8CE4FFA04F95D880A5983AECED9E35F6
SRR31835550,2024-12-26 16:12:06,2024-12-26 16:08:10,10154249,2051158298,10154249,202,1238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835550/SRR31835550.lite.1,SRX27195795,FR296N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532991,SAMN05330522,simple,7227,Drosophila melanogaster,FR296N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,32BB24935815DD53EEEDB157A6AE26D4,569F6961CABF5538E81C6E857488CD5D
SRR31835549,2024-12-26 16:12:06,2024-12-26 16:08:10,10586623,2138497846,10586623,202,1286,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835549/SRR31835549.lite.1,SRX27195796,FR299N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532992,SAMN05330523,simple,7227,Drosophila melanogaster,FR299N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,07659DC8B715BBA4CFE2081AF5CBFB90,6868DAC04780E50BD311BF0B20AEE916
SRR31835548,2024-12-26 16:12:11,2024-12-26 16:07:24,13581136,2743389472,13581136,202,1662,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835548/SRR31835548.lite.1,SRX27195797,FR2N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532993,SAMN05330524,simple,7227,Drosophila melanogaster,FR2N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,8A8B291E430B37D673097352B76487DC,248A06374CBCFA26957CEEC90205CAFA
SRR31835547,2024-12-26 16:12:10,2024-12-26 16:09:28,11875265,2398803530,11875265,202,1465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835547/SRR31835547.lite.1,SRX27195798,FR302N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532994,SAMN05330525,simple,7227,Drosophila melanogaster,FR302N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2D4BF461C9DCB6FB12F9E0B16023E966,C0000C5A563FF599D8C810A233A91409
SRR31835546,2024-12-26 16:17:41,2024-12-26 16:09:46,13756658,2778844916,13756658,202,1703,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835546/SRR31835546.lite.1,SRX27195799,FR304N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532995,SAMN05330526,simple,7227,Drosophila melanogaster,FR304N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A30280EE448C68EA4555A822D1CDA894,D0E4B6FF1B1B2B8CEDF70A1BB9F5F286
SRR31835545,2024-12-26 16:12:09,2024-12-26 16:07:04,9839889,1987657578,9839889,202,1219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835545/SRR31835545.lite.1,SRX27195800,FR305N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532996,SAMN05330527,simple,7227,Drosophila melanogaster,FR305N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,490E309BB508BEFBB8101C4E24A4398B,B894ED64A9F3B0C7D5109107177F05AC
SRR31835544,2024-12-26 16:12:08,2024-12-26 16:07:57,7503646,1515736492,7503646,202,815,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835544/SRR31835544.lite.1,SRX27195801,FR312N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532997,SAMN05330528,simple,7227,Drosophila melanogaster,FR312N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3952E2054E81433F76D309B5BB49F493,7A12E52DF4A788AC62C874E5E8C9EEB1
SRR31835543,2024-12-26 16:12:05,2024-12-26 16:08:42,10210240,2062468480,10210240,202,1255,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835543/SRR31835543.lite.1,SRX27195802,FR313N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532998,SAMN05330529,simple,7227,Drosophila melanogaster,FR313N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,BF2246C8B86422733AB5CFE770C97E36,39A5CDB8CC25FCE2EA267A93531E6468
SRR31835541,2024-12-26 16:12:05,2024-12-26 16:08:41,11983014,2420568828,11983014,202,1476,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835541/SRR31835541.lite.1,SRX27195804,FR319N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533000,SAMN05330530,simple,7227,Drosophila melanogaster,FR319N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3A86E69C7B4D2C194D366C605AE4D9C1,89F3753183C053BD00C35CC32ED451B5
SRR31835540,2024-12-26 16:12:05,2024-12-26 16:08:32,13144019,2655091838,13144019,202,1576,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835540/SRR31835540.lite.1,SRX27195805,FR320N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533001,SAMN05330531,simple,7227,Drosophila melanogaster,FR320N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,17A93C8B00FAFEE1660130BB2AE6D957,C5AA6EB3B7539FB506705B1F7B37B595
SRR31835539,2024-12-26 16:17:40,2024-12-26 16:11:03,13591121,2745406442,13591121,202,1644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835539/SRR31835539.lite.1,SRX27195806,FR323N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533002,SAMN05330532,simple,7227,Drosophila melanogaster,FR323N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,8B54130DF2BFFE8EDA3BE3286359F544,555AA92F0997A0131CA41C093ECC56A5
SRR31835538,2024-12-26 16:12:05,2024-12-26 16:08:31,9342547,1887194494,9342547,202,1137,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835538/SRR31835538.lite.1,SRX27195807,FR326N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533003,SAMN05330533,simple,7227,Drosophila melanogaster,FR326N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,00DEAA695FC749560F1A74137A63FD8B,7BF865AA0AE90FF37860B52316546983
SRR31835537,2024-12-26 16:12:05,2024-12-26 16:09:07,13583770,2743921540,13583770,202,1832,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835537/SRR31835537.lite.1,SRX27195808,FR32N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533004,SAMN05330534,simple,7227,Drosophila melanogaster,FR32N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,04F774E3A40CE7AB7251BF6DEFA2B1C3,A1D9A35775A5946E715A37CBDBE14A1D
SRR31835472,2024-12-26 16:12:01,2024-12-26 16:07:39,10808758,2183369116,10808758,202,1320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835472/SRR31835472.lite.1,SRX27195873,FR330N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533005,SAMN05330535,simple,7227,Drosophila melanogaster,FR330N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,985B12454DAE1A12DC8895DADEB90E92,4E84867BB74286E19FEE151840C8946C
SRR31835471,2024-12-26 16:17:41,2024-12-26 16:09:44,14550351,2939170902,14550351,202,1728,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835471/SRR31835471.lite.1,SRX27195874,FR340N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533006,SAMN05330536,simple,7227,Drosophila melanogaster,FR340N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,82D83E809CE1BB4FFF0967C2940F1299,EE6E79C79DF00E29F6949374244B0C83
SRR31835470,2024-12-26 16:12:01,2024-12-26 16:09:15,13403948,2707597496,13403948,202,1688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835470/SRR31835470.lite.1,SRX27195875,FR345N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533007,SAMN05330537,simple,7227,Drosophila melanogaster,FR345N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1A7CA3FCA8AB98C57A9D9284E6C4A372,2E2FBBE62C63A92DCF2B76AE3EE6D126
SRR31835469,2024-12-26 16:12:05,2024-12-26 16:08:56,10776262,2176804924,10776262,202,1320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835469/SRR31835469.lite.1,SRX27195876,FR348N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533008,SAMN05330538,simple,7227,Drosophila melanogaster,FR348N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,78FAAE1CAF3BEF98AF877D83B6293E20,08A6C27368DE79D6CA0361336A5C1BF4
SRR31835468,2024-12-26 16:12:08,2024-12-26 16:07:06,9657138,1950741876,9657138,202,1157,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835468/SRR31835468.lite.1,SRX27195877,FR34N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533009,SAMN05330539,simple,7227,Drosophila melanogaster,FR34N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A81CF47D139E0FA490CD9C5AB6B52573,314D09D3A8F54C220461F688D07814C5
SRR31835466,2024-12-26 16:12:08,2024-12-26 16:07:13,10203186,2061043572,10203186,202,1236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835466/SRR31835466.lite.1,SRX27195879,FR357N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533011,SAMN05330540,simple,7227,Drosophila melanogaster,FR357N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,67E7C4CEFF521975EF4D9FB3EC76EECE,6D8F1D5240D11B5DE74CD3724AE2B9A2
SRR31835465,2024-12-26 16:17:41,2024-12-26 16:10:00,15336479,3097968758,15336479,202,1871,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835465/SRR31835465.lite.1,SRX27195880,FR360N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533012,SAMN05330541,simple,7227,Drosophila melanogaster,FR360N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0CD7DED84C7203720A73B56345680756,6131F8D66D0E338335A2E99B5C2278E3
SRR31835464,2024-12-26 16:12:08,2024-12-26 16:07:18,10738789,2169235378,10738789,202,1279,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835464/SRR31835464.lite.1,SRX27195881,FR364N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533013,SAMN05330542,simple,7227,Drosophila melanogaster,FR364N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,C79CDD245FDF9B4C33BEF98BD86D8AA3,07F28936284DC3CD1FEA81B67828A81A
SRR31835463,2024-12-26 16:12:01,2024-12-26 16:09:22,14020315,2832103630,14020315,202,1716,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835463/SRR31835463.lite.1,SRX27195882,FR370N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533014,SAMN05330543,simple,7227,Drosophila melanogaster,FR370N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,5AA3672E55EFA1D7C5C417F98B056E76,3F94AA78B888148EF86E3799E21C2976
